"Notes"	"County"	"County Code"	"Month"	"Month Code"	Avg Daily Max Air Temperature (C)	Avg Daily Min Air Temperature (C) 
	"Deaf Smith County, TX"	"48117"	"Jun"	"6"	32.48684	18.68201
	"Deaf Smith County, TX"	"48117"	"Jul"	"7"	33.68564	20.44742
	"Deaf Smith County, TX"	"48117"	"Aug"	"8"	32.86231	20.01580
	"Deaf Smith County, TX"	"48117"	"Sep"	"9"	28.91342	15.47245
	"Deaf Smith County, TX"	"48117"	"Oct"	"10"	22.74267	9.53634
	"Deaf Smith County, TX"	"48117"	"Nov"	"11"	15.65320	3.04755
	"Deaf Smith County, TX"	"48117"	"Dec"	"12"	9.97267	-1.52198
"Total"	"Deaf Smith County, TX"	"48117"			22.18473	9.25061
	"Delta County, TX"	"48119"	"Jan"	"1"	12.95900	2.60840
	"Delta County, TX"	"48119"	"Feb"	"2"	14.82096	4.03883
	"Delta County, TX"	"48119"	"Mar"	"3"	19.62162	8.20227
	"Delta County, TX"	"48119"	"Apr"	"4"	24.06971	11.77783
	"Delta County, TX"	"48119"	"May"	"5"	29.25979	17.56968
	"Delta County, TX"	"48119"	"Jun"	"6"	33.45842	22.25860
	"Delta County, TX"	"48119"	"Jul"	"7"	36.26477	24.11790
	"Delta County, TX"	"48119"	"Aug"	"8"	36.70404	24.36896
	"Delta County, TX"	"48119"	"Sep"	"9"	31.96492	19.99220
	"Delta County, TX"	"48119"	"Oct"	"10"	25.98824	13.91077
	"Delta County, TX"	"48119"	"Nov"	"11"	19.44086	8.43130
	"Delta County, TX"	"48119"	"Dec"	"12"	13.17711	2.55692
"Total"	"Delta County, TX"	"48119"			24.85884	13.36363
	"Denton County, TX"	"48121"	"Jan"	"1"	13.46204	2.68342
	"Denton County, TX"	"48121"	"Feb"	"2"	15.24483	4.04565
	"Denton County, TX"	"48121"	"Mar"	"3"	20.27184	8.22993
	"Denton County, TX"	"48121"	"Apr"	"4"	24.97545	11.97460
	"Denton County, TX"	"48121"	"May"	"5"	30.33391	17.72681
	"Denton County, TX"	"48121"	"Jun"	"6"	34.61943	22.63471
	"Denton County, TX"	"48121"	"Jul"	"7"	37.05639	24.50006
	"Denton County, TX"	"48121"	"Aug"	"8"	37.17741	24.97514
	"Denton County, TX"	"48121"	"Sep"	"9"	32.28584	20.33728
	"Denton County, TX"	"48121"	"Oct"	"10"	26.36627	14.18119
	"Denton County, TX"	"48121"	"Nov"	"11"	19.82314	8.37950
	"Denton County, TX"	"48121"	"Dec"	"12"	13.51125	2.56936
"Total"	"Denton County, TX"	"48121"			25.47598	13.56523
	"DeWitt County, TX"	"48123"	"Jan"	"1"	18.86793	7.95171
	"DeWitt County, TX"	"48123"	"Feb"	"2"	21.01368	9.18151
	"DeWitt County, TX"	"48123"	"Mar"	"3"	24.50547	11.71920
	"DeWitt County, TX"	"48123"	"Apr"	"4"	28.83434	15.21147
	"DeWitt County, TX"	"48123"	"May"	"5"	32.86561	19.80489
	"DeWitt County, TX"	"48123"	"Jun"	"6"	34.82155	23.04758
	"DeWitt County, TX"	"48123"	"Jul"	"7"	34.67342	23.77967
	"DeWitt County, TX"	"48123"	"Aug"	"8"	35.48624	24.52769
	"DeWitt County, TX"	"48123"	"Sep"	"9"	32.67828	22.83543
	"DeWitt County, TX"	"48123"	"Oct"	"10"	28.63367	17.71841
	"DeWitt County, TX"	"48123"	"Nov"	"11"	23.78110	12.71750
	"DeWitt County, TX"	"48123"	"Dec"	"12"	19.24033	7.71598
"Total"	"DeWitt County, TX"	"48123"			27.97916	16.38143
	"Dickens County, TX"	"48125"	"Jan"	"1"	13.08785	1.84345
	"Dickens County, TX"	"48125"	"Feb"	"2"	15.17708	3.31371
	"Dickens County, TX"	"48125"	"Mar"	"3"	20.10123	7.42080
	"Dickens County, TX"	"48125"	"Apr"	"4"	25.33979	11.62120
	"Dickens County, TX"	"48125"	"May"	"5"	30.22661	16.54368
	"Dickens County, TX"	"48125"	"Jun"	"6"	34.07159	21.52332
	"Dickens County, TX"	"48125"	"Jul"	"7"	35.28334	23.17068
	"Dickens County, TX"	"48125"	"Aug"	"8"	35.11320	23.55721
	"Dickens County, TX"	"48125"	"Sep"	"9"	31.03909	19.05975
	"Dickens County, TX"	"48125"	"Oct"	"10"	25.25770	13.07235
	"Dickens County, TX"	"48125"	"Nov"	"11"	18.57031	6.77582
	"Dickens County, TX"	"48125"	"Dec"	"12"	12.87214	1.49811
"Total"	"Dickens County, TX"	"48125"			24.72105	12.49309
	"Dimmit County, TX"	"48127"	"Jan"	"1"	20.18803	8.80391
	"Dimmit County, TX"	"48127"	"Feb"	"2"	22.88447	10.10996
	"Dimmit County, TX"	"48127"	"Mar"	"3"	27.24767	12.81607
	"Dimmit County, TX"	"48127"	"Apr"	"4"	32.11322	16.60794
	"Dimmit County, TX"	"48127"	"May"	"5"	36.07794	21.25410
	"Dimmit County, TX"	"48127"	"Jun"	"6"	37.71582	24.25833
	"Dimmit County, TX"	"48127"	"Jul"	"7"	36.65115	24.73286
	"Dimmit County, TX"	"48127"	"Aug"	"8"	37.32080	25.78455
	"Dimmit County, TX"	"48127"	"Sep"	"9"	33.69132	23.65844
	"Dimmit County, TX"	"48127"	"Oct"	"10"	30.33583	18.49794
	"Dimmit County, TX"	"48127"	"Nov"	"11"	25.10096	12.99575
	"Dimmit County, TX"	"48127"	"Dec"	"12"	20.27753	8.05688
"Total"	"Dimmit County, TX"	"48127"			29.99598	17.32893
	"Donley County, TX"	"48129"	"Jan"	"1"	11.12067	0.34392
	"Donley County, TX"	"48129"	"Feb"	"2"	12.98815	1.62551
	"Donley County, TX"	"48129"	"Mar"	"3"	18.20379	5.92998
	"Donley County, TX"	"48129"	"Apr"	"4"	23.62791	10.14483
	"Donley County, TX"	"48129"	"May"	"5"	28.71784	15.39226
	"Donley County, TX"	"48129"	"Jun"	"6"	33.08957	20.54725
	"Donley County, TX"	"48129"	"Jul"	"7"	35.12329	22.59020
	"Donley County, TX"	"48129"	"Aug"	"8"	34.71928	22.67775
	"Donley County, TX"	"48129"	"Sep"	"9"	30.22986	17.69575
	"Donley County, TX"	"48129"	"Oct"	"10"	23.83731	11.66951
	"Donley County, TX"	"48129"	"Nov"	"11"	17.03019	5.37402
	"Donley County, TX"	"48129"	"Dec"	"12"	10.95592	-0.04013
"Total"	"Donley County, TX"	"48129"			23.35120	11.20883
	"Duval County, TX"	"48131"	"Jan"	"1"	21.05479	10.21410
	"Duval County, TX"	"48131"	"Feb"	"2"	23.58920	11.43326
	"Duval County, TX"	"48131"	"Mar"	"3"	27.30502	13.78866
	"Duval County, TX"	"48131"	"Apr"	"4"	31.44441	16.92737
	"Duval County, TX"	"48131"	"May"	"5"	34.84015	20.66297
	"Duval County, TX"	"48131"	"Jun"	"6"	35.97378	23.07165
	"Duval County, TX"	"48131"	"Jul"	"7"	35.01806	23.69560
	"Duval County, TX"	"48131"	"Aug"	"8"	35.57277	24.50642
	"Duval County, TX"	"48131"	"Sep"	"9"	32.65082	23.43107
	"Duval County, TX"	"48131"	"Oct"	"10"	29.84671	19.21936
	"Duval County, TX"	"48131"	"Nov"	"11"	25.36125	14.49513
	"Duval County, TX"	"48131"	"Dec"	"12"	21.14515	9.91212
"Total"	"Duval County, TX"	"48131"			29.50700	17.63883
	"Eastland County, TX"	"48133"	"Jan"	"1"	14.39989	3.10320
	"Eastland County, TX"	"48133"	"Feb"	"2"	16.13814	4.57860
	"Eastland County, TX"	"48133"	"Mar"	"3"	20.93619	8.52561
	"Eastland County, TX"	"48133"	"Apr"	"4"	25.93070	12.52736
	"Eastland County, TX"	"48133"	"May"	"5"	30.94075	17.64915
	"Eastland County, TX"	"48133"	"Jun"	"6"	34.37720	22.20773
	"Eastland County, TX"	"48133"	"Jul"	"7"	35.95345	23.70999
	"Eastland County, TX"	"48133"	"Aug"	"8"	35.82445	24.33653
	"Eastland County, TX"	"48133"	"Sep"	"9"	31.46492	20.03572
	"Eastland County, TX"	"48133"	"Oct"	"10"	26.10405	14.21717
	"Eastland County, TX"	"48133"	"Nov"	"11"	19.84708	8.20907
	"Eastland County, TX"	"48133"	"Dec"	"12"	14.53157	2.86073
"Total"	"Eastland County, TX"	"48133"			25.58162	13.53871
	"Ector County, TX"	"48135"	"Jan"	"1"	14.41811	3.21545
	"Ector County, TX"	"48135"	"Feb"	"2"	17.12351	5.06198
	"Ector County, TX"	"48135"	"Mar"	"3"	21.88837	8.50258
	"Ector County, TX"	"48135"	"Apr"	"4"	26.99844	12.65164
	"Ector County, TX"	"48135"	"May"	"5"	32.11860	17.42807
	"Ector County, TX"	"48135"	"Jun"	"6"	35.34150	21.84557
	"Ector County, TX"	"48135"	"Jul"	"7"	35.06892	22.63315
	"Ector County, TX"	"48135"	"Aug"	"8"	34.78068	22.89879
	"Ector County, TX"	"48135"	"Sep"	"9"	31.45774	19.11597
	"Ector County, TX"	"48135"	"Oct"	"10"	26.19357	13.66398
	"Ector County, TX"	"48135"	"Nov"	"11"	19.40319	7.20986
	"Ector County, TX"	"48135"	"Dec"	"12"	14.16568	2.67530
"Total"	"Ector County, TX"	"48135"			25.78294	13.11169
	"Edwards County, TX"	"48137"	"Jan"	"1"	16.82713	5.82856
	"Edwards County, TX"	"48137"	"Feb"	"2"	19.20778	7.38000
	"Edwards County, TX"	"48137"	"Mar"	"3"	23.59782	10.74753
	"Edwards County, TX"	"48137"	"Apr"	"4"	28.34133	14.78208
	"Edwards County, TX"	"48137"	"May"	"5"	32.39741	19.39121
	"Edwards County, TX"	"48137"	"Jun"	"6"	34.42262	22.37533
	"Edwards County, TX"	"48137"	"Jul"	"7"	33.99090	22.77991
	"Edwards County, TX"	"48137"	"Aug"	"8"	34.28669	23.49823
	"Edwards County, TX"	"48137"	"Sep"	"9"	30.95436	20.74171
	"Edwards County, TX"	"48137"	"Oct"	"10"	26.57743	15.79208
	"Edwards County, TX"	"48137"	"Nov"	"11"	21.34525	9.99747
	"Edwards County, TX"	"48137"	"Dec"	"12"	16.71387	5.13721
"Total"	"Edwards County, TX"	"48137"			26.58587	14.90384
	"Ellis County, TX"	"48139"	"Jan"	"1"	14.40261	3.18759
	"Ellis County, TX"	"48139"	"Feb"	"2"	16.17075	4.54713
	"Ellis County, TX"	"48139"	"Mar"	"3"	20.74794	8.25433
	"Ellis County, TX"	"48139"	"Apr"	"4"	25.43186	11.72840
	"Ellis County, TX"	"48139"	"May"	"5"	30.78370	17.47390
	"Ellis County, TX"	"48139"	"Jun"	"6"	34.80240	22.17296
	"Ellis County, TX"	"48139"	"Jul"	"7"	37.00900	24.03554
	"Ellis County, TX"	"48139"	"Aug"	"8"	37.23130	24.58980
	"Ellis County, TX"	"48139"	"Sep"	"9"	32.65943	20.56147
	"Ellis County, TX"	"48139"	"Oct"	"10"	26.93889	14.25751
	"Ellis County, TX"	"48139"	"Nov"	"11"	20.54251	8.63114
	"Ellis County, TX"	"48139"	"Dec"	"12"	14.54556	2.99924
"Total"	"Ellis County, TX"	"48139"			25.98526	13.57921
	"El Paso County, TX"	"48141"	"Jan"	"1"	13.65564	3.83575
	"El Paso County, TX"	"48141"	"Feb"	"2"	16.29355	5.76865
	"El Paso County, TX"	"48141"	"Mar"	"3"	20.38298	8.41849
	"El Paso County, TX"	"48141"	"Apr"	"4"	25.29059	11.96288
	"El Paso County, TX"	"48141"	"May"	"5"	30.57535	16.40277
	"El Paso County, TX"	"48141"	"Jun"	"6"	34.62737	21.43014
	"El Paso County, TX"	"48141"	"Jul"	"7"	34.79776	23.93094
	"El Paso County, TX"	"48141"	"Aug"	"8"	33.64966	23.33117
	"El Paso County, TX"	"48141"	"Sep"	"9"	30.88731	19.74086
	"El Paso County, TX"	"48141"	"Oct"	"10"	25.31687	14.21471
	"El Paso County, TX"	"48141"	"Nov"	"11"	18.63711	7.70533
	"El Paso County, TX"	"48141"	"Dec"	"12"	13.26113	3.26911
"Total"	"El Paso County, TX"	"48141"			24.81640	13.37018
	"Erath County, TX"	"48143"	"Jan"	"1"	14.55768	3.22296
	"Erath County, TX"	"48143"	"Feb"	"2"	16.23741	4.65977
	"Erath County, TX"	"48143"	"Mar"	"3"	20.88975	8.53481
	"Erath County, TX"	"48143"	"Apr"	"4"	25.84447	12.50601
	"Erath County, TX"	"48143"	"May"	"5"	30.86676	17.72021
	"Erath County, TX"	"48143"	"Jun"	"6"	34.42769	22.27313
	"Erath County, TX"	"48143"	"Jul"	"7"	36.21820	23.78813
	"Erath County, TX"	"48143"	"Aug"	"8"	36.23240	24.46929
	"Erath County, TX"	"48143"	"Sep"	"9"	31.74388	20.28005
	"Erath County, TX"	"48143"	"Oct"	"10"	26.43437	14.41537
	"Erath County, TX"	"48143"	"Nov"	"11"	20.13516	8.38715
	"Erath County, TX"	"48143"	"Dec"	"12"	14.69922	2.88051
"Total"	"Erath County, TX"	"48143"			25.73546	13.63667
	"Falls County, TX"	"48145"	"Jan"	"1"	15.91717	4.38193
	"Falls County, TX"	"48145"	"Feb"	"2"	17.78300	5.82074
	"Falls County, TX"	"48145"	"Mar"	"3"	21.91001	9.32286
	"Falls County, TX"	"48145"	"Apr"	"4"	26.55887	12.65764
	"Falls County, TX"	"48145"	"May"	"5"	31.59777	17.99077
	"Falls County, TX"	"48145"	"Jun"	"6"	34.93209	22.19276
	"Falls County, TX"	"48145"	"Jul"	"7"	36.49618	23.76849
	"Falls County, TX"	"48145"	"Aug"	"8"	36.83022	24.50743
	"Falls County, TX"	"48145"	"Sep"	"9"	32.82466	21.36109
	"Falls County, TX"	"48145"	"Oct"	"10"	27.58398	15.15487
	"Falls County, TX"	"48145"	"Nov"	"11"	21.57318	9.37173
	"Falls County, TX"	"48145"	"Dec"	"12"	16.23835	4.00703
"Total"	"Falls County, TX"	"48145"			26.72858	14.25017
	"Fannin County, TX"	"48147"	"Jan"	"1"	12.25939	2.04954
	"Fannin County, TX"	"48147"	"Feb"	"2"	14.14728	3.49002
	"Fannin County, TX"	"48147"	"Mar"	"3"	19.22567	7.72874
	"Fannin County, TX"	"48147"	"Apr"	"4"	23.81534	11.38523
	"Fannin County, TX"	"48147"	"May"	"5"	29.10603	17.19947
	"Fannin County, TX"	"48147"	"Jun"	"6"	33.49064	22.09396
	"Fannin County, TX"	"48147"	"Jul"	"7"	36.35535	24.04114
	"Fannin County, TX"	"48147"	"Aug"	"8"	36.64193	24.34197
	"Fannin County, TX"	"48147"	"Sep"	"9"	31.64604	19.59080
	"Fannin County, TX"	"48147"	"Oct"	"10"	25.60635	13.50171
	"Fannin County, TX"	"48147"	"Nov"	"11"	19.00253	8.04384
	"Fannin County, TX"	"48147"	"Dec"	"12"	12.43198	1.99432
"Total"	"Fannin County, TX"	"48147"			24.52701	13.00029
	"Fayette County, TX"	"48149"	"Jan"	"1"	17.63412	6.54204
	"Fayette County, TX"	"48149"	"Feb"	"2"	19.66893	7.94074
	"Fayette County, TX"	"48149"	"Mar"	"3"	23.27486	10.83748
	"Fayette County, TX"	"48149"	"Apr"	"4"	27.76628	14.14816
	"Fayette County, TX"	"48149"	"May"	"5"	32.36697	19.03349
	"Fayette County, TX"	"48149"	"Jun"	"6"	34.68809	22.62236
	"Fayette County, TX"	"48149"	"Jul"	"7"	35.25573	23.61016
	"Fayette County, TX"	"48149"	"Aug"	"8"	35.93835	24.31093
	"Fayette County, TX"	"48149"	"Sep"	"9"	32.73305	22.17321
	"Fayette County, TX"	"48149"	"Oct"	"10"	28.01125	16.67515
	"Fayette County, TX"	"48149"	"Nov"	"11"	22.59282	11.43759
	"Fayette County, TX"	"48149"	"Dec"	"12"	17.98318	6.37124
"Total"	"Fayette County, TX"	"48149"			27.36010	15.50825
	"Fisher County, TX"	"48151"	"Jan"	"1"	14.11051	2.04423
	"Fisher County, TX"	"48151"	"Feb"	"2"	16.26535	3.79450
	"Fisher County, TX"	"48151"	"Mar"	"3"	21.34241	7.90445
	"Fisher County, TX"	"48151"	"Apr"	"4"	26.71985	12.08831
	"Fisher County, TX"	"48151"	"May"	"5"	31.53996	17.21174
	"Fisher County, TX"	"48151"	"Jun"	"6"	35.01208	22.22601
	"Fisher County, TX"	"48151"	"Jul"	"7"	35.98812	23.67251
	"Fisher County, TX"	"48151"	"Aug"	"8"	35.87740	24.20038
	"Fisher County, TX"	"48151"	"Sep"	"9"	31.88046	19.84207
	"Fisher County, TX"	"48151"	"Oct"	"10"	26.26882	13.63063
	"Fisher County, TX"	"48151"	"Nov"	"11"	19.62096	7.03499
	"Fisher County, TX"	"48151"	"Dec"	"12"	14.01050	1.76721
"Total"	"Fisher County, TX"	"48151"			25.76194	12.99409
	"Floyd County, TX"	"48153"	"Jan"	"1"	11.58189	0.05045
	"Floyd County, TX"	"48153"	"Feb"	"2"	13.68050	1.51624
	"Floyd County, TX"	"48153"	"Mar"	"3"	18.55692	5.60468
	"Floyd County, TX"	"48153"	"Apr"	"4"	23.90373	9.87607
	"Floyd County, TX"	"48153"	"May"	"5"	29.01349	15.05523
	"Floyd County, TX"	"48153"	"Jun"	"6"	32.93952	20.10932
	"Floyd County, TX"	"48153"	"Jul"	"7"	34.14410	21.53727
	"Floyd County, TX"	"48153"	"Aug"	"8"	33.91867	21.41489
	"Floyd County, TX"	"48153"	"Sep"	"9"	29.96015	16.97039
	"Floyd County, TX"	"48153"	"Oct"	"10"	24.02901	11.13927
	"Floyd County, TX"	"48153"	"Nov"	"11"	17.19045	4.82024
	"Floyd County, TX"	"48153"	"Dec"	"12"	11.47816	-0.31466
"Total"	"Floyd County, TX"	"48153"			23.40988	10.69133
	"Foard County, TX"	"48155"	"Jan"	"1"	13.08170	1.07105
	"Foard County, TX"	"48155"	"Feb"	"2"	15.09756	2.56895
	"Foard County, TX"	"48155"	"Mar"	"3"	20.41783	6.98439
	"Foard County, TX"	"48155"	"Apr"	"4"	25.74569	10.98014
	"Foard County, TX"	"48155"	"May"	"5"	30.99282	16.56437
	"Foard County, TX"	"48155"	"Jun"	"6"	35.27984	22.16054
	"Foard County, TX"	"48155"	"Jul"	"7"	37.08559	24.12666
	"Foard County, TX"	"48155"	"Aug"	"8"	36.88690	24.39422
	"Foard County, TX"	"48155"	"Sep"	"9"	32.21390	19.55739
	"Foard County, TX"	"48155"	"Oct"	"10"	26.00418	13.05446
	"Foard County, TX"	"48155"	"Nov"	"11"	18.99676	6.38698
	"Foard County, TX"	"48155"	"Dec"	"12"	12.81764	0.68486
"Total"	"Foard County, TX"	"48155"			25.43256	12.42486
	"Fort Bend County, TX"	"48157"	"Jan"	"1"	17.72325	7.74074
	"Fort Bend County, TX"	"48157"	"Feb"	"2"	19.31013	8.83438
	"Fort Bend County, TX"	"48157"	"Mar"	"3"	22.82122	11.46018
	"Fort Bend County, TX"	"48157"	"Apr"	"4"	26.61737	14.75000
	"Fort Bend County, TX"	"48157"	"May"	"5"	30.66060	19.54198
	"Fort Bend County, TX"	"48157"	"Jun"	"6"	33.05295	23.04448
	"Fort Bend County, TX"	"48157"	"Jul"	"7"	33.42875	23.91720
	"Fort Bend County, TX"	"48157"	"Aug"	"8"	33.96198	24.30265
	"Fort Bend County, TX"	"48157"	"Sep"	"9"	31.82006	22.23436
	"Fort Bend County, TX"	"48157"	"Oct"	"10"	27.64963	17.23967
	"Fort Bend County, TX"	"48157"	"Nov"	"11"	22.67583	12.44296
	"Fort Bend County, TX"	"48157"	"Dec"	"12"	18.13220	7.76157
"Total"	"Fort Bend County, TX"	"48157"			26.51893	16.13811
	"Franklin County, TX"	"48159"	"Jan"	"1"	13.59942	2.32529
	"Franklin County, TX"	"48159"	"Feb"	"2"	15.41043	3.76789
	"Franklin County, TX"	"48159"	"Mar"	"3"	20.11620	7.81720
	"Franklin County, TX"	"48159"	"Apr"	"4"	24.40335	11.08456
	"Franklin County, TX"	"48159"	"May"	"5"	29.17446	16.92135
	"Franklin County, TX"	"48159"	"Jun"	"6"	33.01843	21.40161
	"Franklin County, TX"	"48159"	"Jul"	"7"	35.60641	23.24213
	"Franklin County, TX"	"48159"	"Aug"	"8"	36.37777	23.29882
	"Franklin County, TX"	"48159"	"Sep"	"9"	32.05715	19.18534
	"Franklin County, TX"	"48159"	"Oct"	"10"	26.22937	13.06206
	"Franklin County, TX"	"48159"	"Nov"	"11"	19.87220	7.83063
	"Franklin County, TX"	"48159"	"Dec"	"12"	13.84049	2.12414
"Total"	"Franklin County, TX"	"48159"			25.02102	12.71410
	"Freestone County, TX"	"48161"	"Jan"	"1"	15.50305	3.95278
	"Freestone County, TX"	"48161"	"Feb"	"2"	17.30965	5.41253
	"Freestone County, TX"	"48161"	"Mar"	"3"	21.49948	9.01522
	"Freestone County, TX"	"48161"	"Apr"	"4"	25.80930	12.14562
	"Freestone County, TX"	"48161"	"May"	"5"	30.62213	17.57070
	"Freestone County, TX"	"48161"	"Jun"	"6"	34.15829	21.88118
	"Freestone County, TX"	"48161"	"Jul"	"7"	36.18822	23.45935
	"Freestone County, TX"	"48161"	"Aug"	"8"	36.63174	23.88326
	"Freestone County, TX"	"48161"	"Sep"	"9"	32.61870	20.45968
	"Freestone County, TX"	"48161"	"Oct"	"10"	27.38640	14.35355
	"Freestone County, TX"	"48161"	"Nov"	"11"	21.29169	9.04633
	"Freestone County, TX"	"48161"	"Dec"	"12"	15.73819	3.71877
"Total"	"Freestone County, TX"	"48161"			26.27181	13.78032
	"Frio County, TX"	"48163"	"Jan"	"1"	19.84268	8.38354
	"Frio County, TX"	"48163"	"Feb"	"2"	22.49298	9.56048
	"Frio County, TX"	"48163"	"Mar"	"3"	26.42774	12.18182
	"Frio County, TX"	"48163"	"Apr"	"4"	31.14089	15.67993
	"Frio County, TX"	"48163"	"May"	"5"	35.25580	20.34266
	"Frio County, TX"	"48163"	"Jun"	"6"	36.88129	23.36066
	"Frio County, TX"	"48163"	"Jul"	"7"	36.07964	24.09174
	"Frio County, TX"	"48163"	"Aug"	"8"	36.81459	25.08221
	"Frio County, TX"	"48163"	"Sep"	"9"	33.24573	23.12984
	"Frio County, TX"	"48163"	"Oct"	"10"	29.73739	17.90212
	"Frio County, TX"	"48163"	"Nov"	"11"	24.69146	12.63904
	"Frio County, TX"	"48163"	"Dec"	"12"	19.95824	7.68239
"Total"	"Frio County, TX"	"48163"			29.40903	16.70052
	"Gaines County, TX"	"48165"	"Jan"	"1"	13.16474	2.15715
	"Gaines County, TX"	"48165"	"Feb"	"2"	15.79058	3.89019
	"Gaines County, TX"	"48165"	"Mar"	"3"	20.40233	7.34855
	"Gaines County, TX"	"48165"	"Apr"	"4"	25.58078	11.34061
	"Gaines County, TX"	"48165"	"May"	"5"	30.83286	16.29421
	"Gaines County, TX"	"48165"	"Jun"	"6"	34.45467	20.86192
	"Gaines County, TX"	"48165"	"Jul"	"7"	34.56550	21.88314
	"Gaines County, TX"	"48165"	"Aug"	"8"	34.21449	21.61122
	"Gaines County, TX"	"48165"	"Sep"	"9"	30.73678	17.67644
	"Gaines County, TX"	"48165"	"Oct"	"10"	25.28512	12.40660
	"Gaines County, TX"	"48165"	"Nov"	"11"	18.26213	6.09771
	"Gaines County, TX"	"48165"	"Dec"	"12"	12.99039	1.73922
"Total"	"Gaines County, TX"	"48165"			24.72835	11.97990
	"Galveston County, TX"	"48167"	"Jan"	"1"	16.78823	10.82743
	"Galveston County, TX"	"48167"	"Feb"	"2"	17.58619	11.65793
	"Galveston County, TX"	"48167"	"Mar"	"3"	20.18371	14.20350
	"Galveston County, TX"	"48167"	"Apr"	"4"	23.41931	17.45994
	"Galveston County, TX"	"48167"	"May"	"5"	27.11537	21.87085
	"Galveston County, TX"	"48167"	"Jun"	"6"	29.87529	25.24781
	"Galveston County, TX"	"48167"	"Jul"	"7"	30.77668	26.32079
	"Galveston County, TX"	"48167"	"Aug"	"8"	31.29162	26.65903
	"Galveston County, TX"	"48167"	"Sep"	"9"	29.73811	24.84187
	"Galveston County, TX"	"48167"	"Oct"	"10"	26.07373	20.51145
	"Galveston County, TX"	"48167"	"Nov"	"11"	21.83697	15.94202
	"Galveston County, TX"	"48167"	"Dec"	"12"	17.78134	11.44036
"Total"	"Galveston County, TX"	"48167"			24.40267	18.94800
	"Garza County, TX"	"48169"	"Jan"	"1"	13.60075	1.73680
	"Garza County, TX"	"48169"	"Feb"	"2"	15.86519	3.48099
	"Garza County, TX"	"48169"	"Mar"	"3"	20.75046	7.30242
	"Garza County, TX"	"48169"	"Apr"	"4"	26.01709	11.36428
	"Garza County, TX"	"48169"	"May"	"5"	30.97157	16.30863
	"Garza County, TX"	"48169"	"Jun"	"6"	34.66091	21.12985
	"Garza County, TX"	"48169"	"Jul"	"7"	35.47333	22.68345
	"Garza County, TX"	"48169"	"Aug"	"8"	35.17635	22.98244
	"Garza County, TX"	"48169"	"Sep"	"9"	31.43332	18.71233
	"Garza County, TX"	"48169"	"Oct"	"10"	25.80249	12.72985
	"Garza County, TX"	"48169"	"Nov"	"11"	18.96877	6.30060
	"Garza County, TX"	"48169"	"Dec"	"12"	13.45851	1.28085
"Total"	"Garza County, TX"	"48169"			25.22277	12.20838
	"Gillespie County, TX"	"48171"	"Jan"	"1"	16.11598	4.84441
	"Gillespie County, TX"	"48171"	"Feb"	"2"	18.30228	6.33810
	"Gillespie County, TX"	"48171"	"Mar"	"3"	22.15920	9.72825
	"Gillespie County, TX"	"48171"	"Apr"	"4"	26.73720	13.60917
	"Gillespie County, TX"	"48171"	"May"	"5"	31.23896	18.34135
	"Gillespie County, TX"	"48171"	"Jun"	"6"	33.64083	21.44471
	"Gillespie County, TX"	"48171"	"Jul"	"7"	33.88774	22.14531
	"Gillespie County, TX"	"48171"	"Aug"	"8"	34.18599	22.85059
	"Gillespie County, TX"	"48171"	"Sep"	"9"	30.64532	20.18735
	"Gillespie County, TX"	"48171"	"Oct"	"10"	26.16540	14.93683
	"Gillespie County, TX"	"48171"	"Nov"	"11"	20.81974	9.29727
	"Gillespie County, TX"	"48171"	"Dec"	"12"	16.22752	4.26282
"Total"	"Gillespie County, TX"	"48171"			25.87697	14.03266
	"Glasscock County, TX"	"48173"	"Jan"	"1"	14.68909	2.71528
	"Glasscock County, TX"	"48173"	"Feb"	"2"	17.04145	4.63636
	"Glasscock County, TX"	"48173"	"Mar"	"3"	21.83160	8.17888
	"Glasscock County, TX"	"48173"	"Apr"	"4"	27.00618	12.61129
	"Glasscock County, TX"	"48173"	"May"	"5"	31.96165	17.57038
	"Glasscock County, TX"	"48173"	"Jun"	"6"	34.91327	22.01282
	"Glasscock County, TX"	"48173"	"Jul"	"7"	34.97942	22.72769
	"Glasscock County, TX"	"48173"	"Aug"	"8"	34.73329	23.15906
	"Glasscock County, TX"	"48173"	"Sep"	"9"	31.30955	19.24066
	"Glasscock County, TX"	"48173"	"Oct"	"10"	26.18676	13.55383
	"Glasscock County, TX"	"48173"	"Nov"	"11"	19.64992	7.06898
	"Glasscock County, TX"	"48173"	"Dec"	"12"	14.52676	2.09037
"Total"	"Glasscock County, TX"	"48173"			25.77346	13.00112
	"Goliad County, TX"	"48175"	"Jan"	"1"	19.66396	8.69796
	"Goliad County, TX"	"48175"	"Feb"	"2"	21.80968	9.78306
	"Goliad County, TX"	"48175"	"Mar"	"3"	25.03646	12.01283
	"Goliad County, TX"	"48175"	"Apr"	"4"	28.96503	15.34253
	"Goliad County, TX"	"48175"	"May"	"5"	32.67859	19.74856
	"Goliad County, TX"	"48175"	"Jun"	"6"	34.59416	22.93415
	"Goliad County, TX"	"48175"	"Jul"	"7"	34.30457	23.75707
	"Goliad County, TX"	"48175"	"Aug"	"8"	35.02495	24.45585
	"Goliad County, TX"	"48175"	"Sep"	"9"	32.58409	22.94232
	"Goliad County, TX"	"48175"	"Oct"	"10"	28.92544	18.17293
	"Goliad County, TX"	"48175"	"Nov"	"11"	24.38077	13.30313
